TypeIndex;TypeIndex-f;LDP+TypeIndex;LDP+TypeIndex-f;LDP
760;824;799;956;916
764;824;801;956;916
764;824;801;956;942
807;837;801;956;955
1083;839;801;960;988
1087;839;811;960;1259
1091;839;811;960;1262
1091;845;819;973;1266
