cpu_percentage,memory,memory_percentage,received,transmitted
3.643801827914354,578207744,0.42799037139907137,85191203,3599283
3.998248757062147,647913472,0.47958667173392583,87419892,3648486
4.194567513661203,664281088,0.49170200938453573,87426216,3649648
4.067904645732689,677634048,0.501585893453852,87426216,3649648
4.238942034428795,702021632,0.5196376252786096,87426216,3649648
4.195755893566322,730693632,0.5408606892311293,87426216,3649648
4.1058112031558185,691261440,0.5116729125638567,87427536,3650704
4.157113983320095,691167232,0.5116031796394414,87427536,3650704
4.184117177547771,691068928,0.511530414848747,87427536,3650704
4.102944525981753,690958336,0.5114485544592159,87427536,3650704
4.248554563918757,691482624,0.5118366333429191,87427536,3650704
4.228279184890656,702058496,0.5196649120751199,87427536,3650704
4.108797377636291,728690688,0.5393781066207318,87427536,3650704
4.199399593724859,757637120,0.56080430561394,87427536,3650704
4.1421879757243545,784949248,0.5810207899618546,87427536,3650704
4.17403129988147,813010944,0.6017921058388135,87427536,3650704
4.238285074327039,822669312,0.6089412465245337,87427536,3650704
4.093931672542108,822607872,0.6088957685303498,87427668,3653555
4.143079765873016,822607872,0.6088957685303498,87427668,3653555
4.200994034045922,822607872,0.6088957685303498,87427668,3653555
4.145324308975377,822607872,0.6088957685303498,87427668,3653555
4.2064749881235155,822607872,0.6088957685303498,87427668,3653555
4.152634658777121,823132160,0.6092838474140531,87427866,3656433
4.188883425632911,823132160,0.6092838474140531,87427936,3656433
4.1702008264462815,823033856,0.6092110826233588,87427936,3656433
4.18224952815226,823033856,0.6092110826233588,87427936,3656433
4.128945872827805,822972416,0.6091656046291747,87427936,3656433
4.189638367752184,823103488,0.6092626243501005,87427936,3656433
3.926034198019802,800755712,0.5927207619322509,87561889,3671515
4.229441333064841,792981504,0.5869662797348391,87704292,3693733
4.2635185125588695,794513408,0.5881001977231594,87704292,3693733
4.006911386138614,794820608,0.5883275876940792,87704622,3698592
3.0340663135092556,799404032,0.5917202460602035,87879698,3725137
4.065531482511924,813654016,0.6022681088446058,87917635,3732881
4.099000789682539,836341760,0.6190616161636068,88538714,3762328
4.099999537000396,855158784,0.6329900098490177,88538714,3762328
4.226538633440515,881692672,0.6526304396039352,88538714,3762328
4.19694867274168,912441344,0.6753906597598731,88539374,3762658
4.205645807707279,909819904,0.6734502653413571,88539374,3762658
4.127495980237154,909602816,0.6732895764285737,88540364,3768140
4.134018954983923,935559168,0.6925025130381619,89402465,3788583
4.183433234721681,773955584,0.5728832608692027,89402465,3788583
4.175574535389482,773648384,0.5726558708982828,89402465,3788583
4.123768389394539,773582848,0.57260736103782,89402465,3788583
4.209610681635926,773976064,0.5728984202005973,89402465,3788583
4.069953863194714,773976064,0.5728984202005973,89403125,3789243
4.185287644268774,773799936,0.5727680499506034,89403125,3789243
4.174367288477035,777732096,0.5756786415783774,89403125,3789243
4.193777147323173,806084608,0.5966652199611405,89403125,3789243
4.162895516831684,831537152,0.6155052370184202,89403125,3789243
4.169931954113924,846368768,0.6264836248144309,89403125,3789243
4.142326386354621,846364672,0.6264805929481518,89403125,3789243
4.121159111725227,846352384,0.6264714973493151,89403125,3789243
4.185079766613924,846352384,0.6264714973493151,89403389,3792234
4.151531861402095,846352384,0.6264714973493151,89403389,3792234
4.188554366471735,846352384,0.6264714973493151,89403389,3792234
4.148401604447974,846614528,0.6266655367911668,89403389,3792234
4.209564952456418,846553088,0.6266200587969828,89403521,3795244
4.149778553882726,846442496,0.6265381984074516,89403521,3795244
4.1886700949742774,846442496,0.6265381984074516,89403521,3795244
4.078636079774375,745484288,0.5518087583643505,90730398,3816236
4.118774211967149,762494976,0.5644000990207527,90741396,3820513
4.2920112296707655,816701440,0.6045238173561307,90741396,3820513
4.013760718539102,837206016,0.6197013399484613,92695422,3841243
4.236796460317461,838672384,0.6207867480763187,95520515,3864979
4.1124882644956315,883875840,0.6542464243306056,96777928,3879169
4.340584922649742,958341120,0.7093657532815784,97646361,3885367
4.015513562672993,1020215296,0.755165125291116,98471272,3896749
4.263807210485133,1072320512,0.7937334962254022,100387844,3912871
4.183994473579658,1113821184,0.8244523653635351,102203776,3941377
4.10795707442597,1155395584,0.8552258080946888,102336478,3969751
4.13414144778481,1196503040,0.8856536180700443,102432884,3992539
4.2323014647664285,1219162112,0.9024259023250927,102491255,4006699
4.123217440758293,1162936320,0.8608074739142015,102535860,4017319
4.162435134808853,1162846208,0.860740772856065,102638996,4044583
4.186170651415278,1162846208,0.860740772856065,102747006,4067767
4.130183814432989,1162846208,0.860740772856065,102747077,4067899
4.260255164356436,1163370496,0.8611288517397682,102747077,4067899
4.028878846153846,1253326848,0.9277146989576596,102747077,4067899
4.25437182970297,1399074816,1.0355975967608753,102747077,4067899
4.225161598263615,1472737280,1.0901226799211774,102747407,4068229
4.059561441620334,1564364800,1.1579455285808729,102747737,4068559
4.10133366573594,1659424768,1.2283090811823125,102747737,4068559
4.266238587345802,1742000128,1.2894315053655696,102747737,4068559
